9.193805734200929511e-10,0.000000000000000000e+00,0.000000000000000000e+00,-1.580694804386794856e-13,4.742084413160382800e-13,-0.000000000000000000e+00,-2.235440030336491632e-13,2.053218358378084953e-29,-0.000000000000000000e+00,-1.580694804386794856e-13,-4.742084413160382800e-13,-0.000000000000000000e+00
0.000000000000000000e+00,2.043669593605343138e-13,0.000000000000000000e+00,4.742084413160382800e-13,-1.580694804386794856e-13,0.000000000000000000e+00,2.053218358378084953e-29,1.117720015168245690e-13,0.000000000000000000e+00,-4.742084413160382800e-13,-1.580694804386793846e-13,-0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.133627419775718691e-09,-0.000000000000000000e+00,0.000000000000000000e+00,3.161389608773588702e-13,-0.000000000000000000e+00,0.000000000000000000e+00,1.117720015168245690e-13,-0.000000000000000000e+00,-0.000000000000000000e+00,3.161389608773588197e-13
-1.580694804386794856e-13,4.742084413160382800e-13,0.000000000000000000e+00,2.043669593605344148e-13,5.628369146580481453e-26,0.000000000000000000e+00,-1.580694804386794856e-13,-4.742084413160382800e-13,-0.000000000000000000e+00,1.117720015168245690e-13,-4.106436716756169905e-29,-0.000000000000000000e+00
4.742084413160382800e-13,-1.580694804386794856e-13,-0.000000000000000000e+00,5.628369146580481453e-26,9.193805734200929511e-10,0.000000000000000000e+00,-4.742084413160382800e-13,-1.580694804386794098e-13,-0.000000000000000000e+00,-4.106436716756169905e-29,-2.235440030336491632e-13,-0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,3.161389608773588702e-13,0.000000000000000000e+00,0.000000000000000000e+00,1.133627419775718691e-09,-0.000000000000000000e+00,-0.000000000000000000e+00,3.161389608773588702e-13,-0.000000000000000000e+00,-0.000000000000000000e+00,1.117720015168245690e-13
-2.235440030336491632e-13,2.053218358378084953e-29,0.000000000000000000e+00,-1.580694804386794856e-13,-4.742084413160382800e-13,0.000000000000000000e+00,9.193805734200929511e-10,-1.125862283931428049e-25,0.000000000000000000e+00,-1.580694804386794098e-13,4.742084413160382800e-13,0.000000000000000000e+00
2.053218358378084953e-29,1.117720015168245690e-13,-0.000000000000000000e+00,-4.742084413160382800e-13,-1.580694804386794098e-13,0.000000000000000000e+00,-1.125862283931428049e-25,2.043669593605344652e-13,0.000000000000000000e+00,4.742084413160382800e-13,-1.580694804386796118e-13,-0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,1.117720015168245690e-13,0.000000000000000000e+00,0.000000000000000000e+00,3.161389608773588702e-13,0.000000000000000000e+00,0.000000000000000000e+00,1.133627419775718691e-09,0.000000000000000000e+00,-0.000000000000000000e+00,3.161389608773588702e-13
-1.580694804386794856e-13,-4.742084413160382800e-13,0.000000000000000000e+00,1.117720015168245690e-13,-4.106436716756169905e-29,0.000000000000000000e+00,-1.580694804386794098e-13,4.742084413160382800e-13,-0.000000000000000000e+00,2.043669593605343138e-13,1.688288554917800625e-25,0.000000000000000000e+00
-4.742084413160382800e-13,-1.580694804386793846e-13,0.000000000000000000e+00,-4.106436716756169905e-29,-2.235440030336491632e-13,0.000000000000000000e+00,4.742084413160382800e-13,-1.580694804386796118e-13,0.000000000000000000e+00,1.688288554917800625e-25,9.193805734200929511e-10,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.161389608773588197e-13,0.000000000000000000e+00,0.000000000000000000e+00,1.117720015168245690e-13,-0.000000000000000000e+00,0.000000000000000000e+00,3.161389608773588702e-13,0.000000000000000000e+00,0.000000000000000000e+00,1.133627419775718691e-09
